Date,Open,High,Low,Close,Adj Close,Volume
2021-03-12,15648.000000,15717.809570,15607.799805,15715.209961,15715.209961,4469240000
2021-03-15,15715.209961,15778.040039,15613.169922,15775.500000,15775.500000,4882190000
2021-03-16,15775.500000,15775.500000,15639.349609,15669.299805,15669.299805,4604870000
2021-03-17,15669.299805,15746.030273,15579.530273,15731.150391,15731.150391,4541620000
2021-03-18,15731.150391,15797.940430,15559.830078,15589.089844,15589.089844,4043170000
2021-03-19,15589.070313,15636.120117,15454.110352,15562.299805,15562.299805,7725050000
2021-03-22,15562.259766,15595.599609,15496.559570,15551.559570,15551.559570,4311380000
2021-03-23,15551.580078,15551.580078,15306.070313,15346.530273,15346.530273,4645340000
2021-03-24,15346.530273,15479.849609,15276.559570,15276.559570,15276.559570,4766990000
2021-03-25,15276.559570,15439.089844,15138.690430,15410.370117,15410.370117,4940800000
2021-03-26,15410.370117,15687.179688,15410.370117,15682.540039,15682.540039,5467850000
2021-03-29,15682.540039,15682.540039,15522.660156,15611.879883,15611.879883,4619840000
2021-03-30,15611.879883,15663.009766,15551.530273,15626.110352,15626.110352,4103570000
